 
****************************************
Report : power
        -cell
        -analysis_effort low
        -sort_mode cell_internal_power
Design : SIPISOALU_generic_nbit32
Version: Z-2007.03-SP1
Date   : Thu Apr 28 12:12:25 2016
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /home/mariagrazia.graziano/do/libnangate/NangateOpenCellLibrary_typical_ecsm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
SIPISOALU_generic_nbit32
                       5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
U298                       0.0000    0.0000      0.000 (N/A)     66.8645   
U299                       0.0000    0.0000      0.000 (N/A)      3.5019   
U300                       0.0000    0.0000      0.000 (N/A)     66.8645   
U301                       0.0000    0.0000      0.000 (N/A)      3.5017   
U302                       0.0000    0.0000      0.000 (N/A)     66.8645   
U303                       0.0000    0.0000      0.000 (N/A)      3.5021   
U304                       0.0000    0.0000      0.000 (N/A)     66.8645   
U305                       0.0000    0.0000      0.000 (N/A)      3.5015   
U306                       0.0000    0.0000      0.000 (N/A)     66.8645   
U307                       0.0000    0.0000      0.000 (N/A)      3.5018   
U308                       0.0000    0.0000      0.000 (N/A)     66.8645   
U309                       0.0000    0.0000      0.000 (N/A)      3.5017   
U310                       0.0000    0.0000      0.000 (N/A)     66.8645   
U311                       0.0000    0.0000      0.000 (N/A)      3.5022   
U312                       0.0000    0.0000      0.000 (N/A)     66.8645   
U313                       0.0000    0.0000      0.000 (N/A)      3.5013   
U314                       0.0000    0.0000      0.000 (N/A)     66.8645   
U315                       0.0000    0.0000      0.000 (N/A)      3.5017   
U316                       0.0000    0.0000      0.000 (N/A)     66.8645   
U317                       0.0000    0.0000      0.000 (N/A)      3.5015   
U318                       0.0000    0.0000      0.000 (N/A)     66.8645   
U319                       0.0000    0.0000      0.000 (N/A)      3.5013   
U320                       0.0000    0.0000      0.000 (N/A)     66.8645   
U321                       0.0000    0.0000      0.000 (N/A)      3.5019   
